ID	language	Analysis_Source	Name (extracted)	Citing Article	Cited Article	Features	Homepage	Note	Label	Details	modality	use
851	Central Pashto Corpus	cited_context	POLD		https://doi.org/10.7717/peerj-cs.1617 (2023)	The POLD dataset is used to fine-tune XLM-RoBERTa for transfer learning, specifically focusing on multilingual representation learning. It evaluates the effectiveness of pre-trained models in this context, enhancing the model's performance across languages. This dataset enables researchers to assess and improve the cross-lingual capabilities of deep learning models.	https://peerj.com/articles/cs-1617/#supp-2		1		Written	Transfer Learning
850	Central Pashto Corpus	citing_context	Pashto characters database	https://doi.org/10.1155/2021/3543816 (2021)	https://doi.org/10.22581/MUET1982.2101.14 (2021)	The Pashto characters database is used for simulation and experimental work focused on handwritten Pashto character recognition. Researchers apply Zernike Moments and Linear Discriminant Analysis to this dataset to develop and test algorithms for recognizing handwritten Pashto characters. This enables advancements in optical character recognition technology specific to the Pashto script.	https://www.techrxiv.org/doi/full/10.36227/techrxiv.13713337.v1		1		Written	Optical Character Recognition
847	Central Pashto Corpus	citing_context	Central Pashto Corpus	https://doi.org/10.1155/2021/3543816 (2021)	https://doi.org/10.1117/12.2003731 (2013)	The Central Pashto Corpus is used to develop and evaluate natural language processing (NLP) models for the Central Pashto language. Specifically, it focuses on text normalization and tokenization tasks. This dataset enables researchers to improve the accuracy and efficiency of NLP models tailored for Central Pashto, addressing challenges unique to the language's structure and usage.	https://www.spiedigitallibrary.org/conference-proceedings-of-spie/8658/1/A-segmentation-free-approach-to-Arabic-and-Urdu-OCR/10.1117/12.2003731.short		1		Written	Parsing and Tagging
848	Central Pashto Corpus	citing_context	Gold-Standard Pashto Dataset	https://doi.org/10.1109/ACCESS.2022.3216881 (2022)	https://doi.org/10.6017/ITAL.V40I1.12553 (2021)	The Gold-Standard Pashto Dataset is used to develop and evaluate segmentation algorithms for Central Pashto text. It consists of 300 text-line images from three Pashto books, enabling researchers to test and refine algorithms specifically tailored for the segmentation of Pashto text. This dataset facilitates the advancement of text processing techniques for the Central Pashto language.	https://ital.corejournals.org/index.php/ital/article/view/12553		1		Written	Parsing and Tagging
853	Chichewa Corpus	citing_context	CMU Wilderness dataset	https://doi.org/10.48550/arXiv.2207.03546 (2022)	https://doi.org/10.1109/ICASSP.2019.8683536 (2019)	The CMU Wilderness dataset provides high-quality, single-speaker speech data for several African languages, including Chichewa. Despite containing noisy alignments and not being publicly available, it is utilized in research to enhance speech recognition and processing systems for under-resourced languages. The dataset's specific characteristics, such as its single-speaker nature, support the development and evaluation of speech models tailored to African languages.	http://festvox.org/cmu_wilderness/		1		Speech	Speech Recognition/Understanding
1975	Dholuo Corpus	citing_context	Autshumato	https://doi.org/10.21248/jlcl.36.2023.243 (2022)	https://www.semanticscholar.org/paper/feed9002765ede951407801628ab5e4cdc96b60b (2009)	The Autshumato dataset is used for machine translation research, specifically to improve the translational accuracy between official South African languages. It focuses on evaluating language pairs, which may include Dholuo, to enhance the quality and reliability of translations. This dataset enables researchers to test and refine machine translation models, addressing the specific challenges of translating between less commonly studied languages.	https://repo.sadilar.org/items/c6b36522-9531-4ec0-9565-17c7524404a0		1		Written	Machine Translation
2135	Eastern Oromo Corpus	citing_context	K-MHaS	https://doi.org/10.1109/CCET56606.2022.10080837 (2022)	https://doi.org/10.48550/arXiv.2208.10684 (2022)	The K-MHaS dataset is used for multi-label hate speech recognition in the Eastern Oromo language, specifically focusing on intersectionality and subjectivity in news comments. Researchers employ this dataset to analyze and classify hate speech, considering the nuanced contexts and overlapping identities present in the data. This enables a deeper understanding of how hate speech manifests in online discourse within the Eastern Oromo community.	https://github.com/adlnlp/K-MHaS		1		Written	Hate Speech Detection
2138	Eastern Punjabi Corpus	citing_context	benchmark dataset of Gurumukhi offline handwritten Tehsil and Sub-tehsil names from Punjab	https://doi.org/10.1145/3593024 (2023)		The 'benchmark dataset of Gurumukhi offline handwritten Tehsil and Sub-tehsil names from Punjab' is mentioned in research citations but lacks detailed descriptions of its usage. No specific methodologies, research questions, or applications are provided, and the dataset's characteristics and research-enabling capabilities are not explicitly outlined in the available information.	https://sites.google.com/view/gurmukhi-benchmark/		1		Written	
2139	Eastern Punjabi Corpus	citing_context	FakeNewsIndia	https://doi.org/10.48550/arXiv.2410.10407 (2024)	https://doi.org/10.1016/j.comcom.2022.01.003 (2022)	The FakeNewsIndia dataset is used to study fake news incidents in India, with a focus on collection methodology and impact assessment in social media. It is particularly relevant for understanding misinformation in the Eastern Punjabi language. Researchers use this dataset to analyze the spread and effects of fake news, employing methods that assess its impact on social media platforms.	https://github.com/rishabhkaushal/fakenewsincidentsIndia		1		Written	Information Retrieval
4409	Gujarati Corpus	citing_context	EMILLE corpus	https://www.semanticscholar.org/paper/c5ccc4128f8746a765bdd4478f9b63893b5e6bb6 (2020)	https://www.semanticscholar.org/paper/6569c9b81b7721fff588ee58c7607367045e9af0 (2003)	The EMILLE corpus is used to construct a corpus for South Asian language processing, focusing on minority languages including Gujarati. It facilitates collaborative research between Lancaster University and CIIL, Mysore, enabling the development of linguistic resources and tools for under-represented languages. This dataset supports the creation of annotated corpora, enhancing computational linguistics and natural language processing capabilities for these languages.	https://www.lancaster.ac.uk/fass/projects/corpus/emille/		1		Written	Corpus Construction
4411	Gujarati Corpus	citing_context	Free Spoken Gujarati Digit Dataset (FSGDD(12))	https://doi.org/10.1145/3597494 (2023)	https://doi.org/10.1007/978-981-15-4828-4_18 (2019)	The Free Spoken Gujarati Digit Dataset (FSGDD(12)) is primarily used to train and evaluate models for spoken digit recognition in Gujarati. Research focuses on classifying Gujarati digits using various machine learning models, including bi-directional LSTM, Naïve Bayes, and CNN. The dataset's regional diversity and speaker variability are key characteristics that enhance its utility for developing and testing spoken Gujarati language processing systems.	https://github.com/Jakobovski/free-spoken-digit-dataset		1		Speech	Speech Recognition/Understanding
4412	Gujarati Corpus	citing_context	Gujarati Corpus		https://www.semanticscholar.org/paper/6ab992162e4ba22c99c4e21b5d9854353462aef5 (2018)	The Gujarati Corpus is used to analyze open-ended conversations in Gujarati, focusing on lexical and discourse patterns in online chat dialog. It serves as a resource for understanding conversational dynamics and linguistic features in digital communication, enabling researchers to explore how language is used in informal, interactive settings.	https://github.com/sumanbanerjee1/Code-Mixed-Dialog		1		Written	Discourse Analysis
4413	Gujarati Corpus	citing_context	Gujarati (Google, 2019a)	https://www.semanticscholar.org/paper/c5ccc4128f8746a765bdd4478f9b63893b5e6bb6 (2020)		The Gujarati (Google, 2019a) dataset is used to provide a structured resource for Gujarati language research, facilitating the development of models for various Gujarati language processing tasks. This dataset enables researchers to build and test models that can handle Gujarati-specific linguistic challenges, enhancing the accuracy and effectiveness of language processing technologies for this language.	http://www.openslr.org/78		1		Written	Parsing and Tagging
4418	Gujarati Corpus	citing_context	IIIT-INDIC-HW	https://doi.org/10.1109/SPIN57001.2023.10117106 (2023)	https://doi.org/10.1007/978-3-030-86337-1_30 (2021)	The IIIT-INDIC-HW dataset is used for recognizing handwritten text in Gujarati and other Indic scripts. It provides a large annotated dataset for training and evaluating CNN and transformer-based models, specifically focusing on handwritten text recognition for regional languages. This dataset enables researchers to develop and test algorithms that improve the accuracy of recognizing diverse Indic scripts.	https://www.kaggle.com/datasets/himanshukumarrajak/indic-data		1		Written	Handwriting Recognition
4423	Gujarati Corpus	citing_context	Linguistic Data Consortium for Indian Languages (LDC-IL)	https://doi.org/10.1007/s11277-022-09549-6 (2022)	https://doi.org/10.1007/s10579-020-09523-3 (2021)	The Linguistic Data Consortium for Indian Languages (LDC-IL) serves as a repository of linguistic resources for various Indian languages, including Gujarati. It supports research and development in language technology, particularly for under-resourced languages. The dataset provides linguistic data essential for natural language processing tasks such as machine translation and speech recognition, enabling researchers to develop and improve algorithms and models for these languages.	https://www.ldcil.org/publications.aspx		1			Machine Translation, Speech Recognition/Understanding
